time_step,price
t_206,60.73246182
t_207,62.94217238
t_208,65.87217243
t_209,69.31960553
t_210,73.04524234
t_211,76.78965409
t_212,80.29084719
t_213,83.30216052
t_214,85.60920285
t_215,87.04466741
t_216,87.5
t_217,86.93310737
t_218,85.37155926
t_219,82.91104292
t_220,79.70915281
t_221,75.97491726
t_222,71.95475766
t_223,67.91582312
t_224,64.12782757
t_225,60.84462419
t_226,58.28677607
t_227,56.6263198
t_228,55.9747745
t_229,56.37523189
t_230,57.79908767
t_231,60.14765982
t_232,63.25860629
t_233,66.91672563
t_234,70.8684226
t_235,74.83886652
t_236,78.55068141
t_237,81.74289678
t_238,84.18886418
t_239,85.71190929
t_240,86.19763867
t_241,85.6020441
t_242,83.95483093
t_243,81.35772114
t_244,77.97782428
t_245,74.03650737
t_246,69.79450483
t_247,65.53426983
t_248,61.54076194
t_249,58.0819781
t_250,55.39055738
t_251,53.6477225
t_252,52.97066671
t_253,53.40426378
t_254,54.91768714
t_255,57.40619064
t_256,60.69795151
t_257,64.56552941
t_258,68.74117751
t_259,72.93497495
t_260,76.85455244
t_261,80.22506853
t_262,82.80807144
t_263,84.41795149
t_264,84.93484893
t_265,84.31311935
t_266,82.58475951
t_267,79.85753821
t_268,76.30793853
t_269,72.16937276
t_270,67.7164571
t_271,63.24640543
t_272,59.05880351
t_273,55.43514008
t_274,52.61949429
t_275,50.80170461
t_276,50.10418042
t_277,50.57327244
t_278,52.17581014
t_279,54.80106299
t_280,58.2680123
t_281,62.33745677
t_282,66.72814233
t_283,71.13582818
t_284,75.2539963
t_285,78.79479421
t_286,81.50877932
t_287,83.20211029
t_288,83.75
t_289,83.10549646
t_290,81.30297393
t_291,78.45607643
t_292,74.7502342
t_293,70.43024538
t_294,65.7837549
t_295,61.12174555
t_296,56.75736533
t_297,52.98453297
t_298,50.05778415
t_299,48.17474093
t_300,47.46241236
t_301,47.9682761
t_302,49.65676721
t_303,52.41143237
t_304,56.04262112
t_305,60.30020659
t_306,64.89048214
t_307,69.49609236
t_308,73.79764509
t_309,77.49553197
t_310,80.33046615
t_311,82.10132838
t_312,82.67909293
t_313,82.01586844
t_314,80.1484206
t_315,77.19591851
t_316,73.35204134
t_317,68.87196774
t_318,64.0551224
t_319,59.22484687
t_320,54.70637543
t_321,50.80461723
t_322,47.78326323
t_323,45.84665043
t_324,45.12563133
t_325,45.66842628
t_326,47.4370982
t_327,50.30990648
t_328,54.08939538
t_329,58.51567967
t_330,63.28403329
t_331,68.06559004
t_332,72.52974929
t_333,76.36675926
t_334,79.30893439
t_335,81.14905249
t_336,81.75466668
t_337,81.07734308
t_338,79.15618003
t_339,76.11535371
t_340,72.15584335
t_341,67.5418873
t_342,62.58308325
t_343,57.61334573
t_344,52.96815211
t_345,48.96162849
t_346,45.8650417
t_347,43.88817096
t_348,43.16483922
t_349,43.74360273
t_350,45.58424661
t_351,48.56033912
t_352,52.46768283
t_353,57.03809796
t_354,61.95760693
t_355,66.88778631
t_356,71.48883328
t_357,75.44277324
t_358,78.47522275
t_359,80.37421703
t_360,81.00480947
t_361,80.31843701
t_362,78.35640095
t_363,75.24721444
t_364,71.19798609
t_365,66.4804179
t_366,61.41236459
t_367,56.33620675
t_368,51.5955104
t_369,47.51156503
t_370,44.36140374
t_371,42.35880992
t_372,41.63961373
t_373,42.25229024
t_374,44.15451042
t_375,47.21589002
t_376,51.2267584
t_377,55.91235703
t_378,60.95150584
t_379,65.99846814
t_380,70.70652476
t_381,74.75164877
t_382,77.85466315
t_383,79.80036497
t_384,80.45230534
t_385,79.76220919
t_386,77.77338426
t_387,74.61787868
t_388,70.50757356
t_389,65.71981173
t_390,60.57853812
t_391,55.43223517
t_392,50.63015732
t_393,46.49848629
t_394,43.31803663
t_395,41.30503617
t_396,40.59629804
t_397,41.23980161
t_398,43.19133143
t_399,46.31740959
t_400,50.40432694
t_401,55.17266196
t_402,60.29629991
t_403,65.42465701
t_404,70.20659378
t_405,74.31438533
t_406,77.46611098
t_407,79.44493253
t_408,80.11394185
t_409,79.42556034
t_410,77.4248446
t_411,74.24646847
t_412,70.10558361
t_413,65.28317945
t_414,60.10693923
t_415,54.9288977
t_416,50.10142463
t_417,45.95317417
t_418,42.76664256
t_419,40.75886811
t_420,40.06659278
t_421,40.73690077
t_422,42.72397535
t_423,45.89219769
t_424,50.02537763
t_425,54.841488
t_426,60.01189723
t_427,65.18378788
t_428,70.0042305
t_429,74.14426892
t_430,77.32137219
t_431,79.31871935
t_432,80
t_433,79.31871935
t_434,77.32137219
t_435,74.14426892
t_436,70.0042305
t_437,65.18378788
t_438,60.01189723
t_439,54.841488
t_440,50.02537763
t_441,45.89219769
t_442,42.72397535
t_443,40.73690077
t_444,40.06659278
t_445,40.75886811
t_446,42.76664256
t_447,45.95317417
t_448,50.10142463
t_449,54.9288977
t_450,60.10693923
t_451,65.28317945
t_452,70.10558361
t_453,74.24646847
t_454,77.4248446
t_455,79.42556034
t_456,80.11394185
t_457,79.44493253
t_458,77.46611098
t_459,74.31438533
t_460,70.20659378
t_461,65.42465701
t_462,60.29629991
t_463,55.17266196
t_464,50.40432694
t_465,46.31740959
t_466,43.19133143
t_467,41.23980161
t_468,40.59629804
t_469,41.30503617
t_470,43.31803663
t_471,46.49848629
t_472,50.63015732
t_473,55.43223517
t_474,60.57853812
t_475,65.71981173
t_476,70.50757356
t_477,74.61787868
t_478,77.77338426
t_479,79.76220919
t_480,80.45230534
t_481,79.80036497
t_482,77.85466315
t_483,74.75164877
t_484,70.70652476
t_485,65.99846814
t_486,60.95150584
t_487,55.91235703
t_488,51.2267584
t_489,47.21589002
t_490,44.15451042
t_491,42.25229024
t_492,41.63961373
t_493,42.35880992
t_494,44.36140374
t_495,47.51156503
t_496,51.5955104
t_497,56.33620675
t_498,61.41236459
t_499,66.4804179
t_500,71.19798609
t_501,75.24721444
t_502,78.35640095
t_503,80.31843701
t_504,81.00480947
t_505,80.37421703
t_506,78.47522275
t_507,75.44277324
t_508,71.48883328
t_509,66.88778631
t_510,61.95760693
t_511,57.03809796
t_512,52.46768283
t_513,48.56033912
t_514,45.58424661
t_515,43.74360273
t_516,43.16483922
t_517,43.88817096
t_518,45.8650417
t_519,48.96162849
t_520,52.96815211
t_521,57.61334573
t_522,62.58308325
t_523,67.5418873
t_524,72.15584335
t_525,76.11535371
t_526,79.15618003
t_527,81.07734308
t_528,81.75466668
t_529,81.14905249
t_530,79.30893439
t_531,76.36675926
t_532,72.52974929
t_533,68.06559004
t_534,63.28403329
t_535,58.51567967
t_536,54.08939538
t_537,50.30990648
t_538,47.4370982
t_539,45.66842628
t_540,45.12563133
t_541,45.84665043
t_542,47.78326323
t_543,50.80461723
t_544,54.70637543
t_545,59.22484687
t_546,64.0551224
t_547,68.87196774
t_548,73.35204134
t_549,77.19591851
t_550,80.1484206
t_551,82.01586844
t_552,82.67909293
t_553,82.10132838
t_554,80.33046615
t_555,77.49553197
t_556,73.79764509
t_557,69.49609236
t_558,64.89048214
t_559,60.30020659
t_560,56.04262112
t_561,52.41143237
t_562,49.65676721
t_563,47.9682761
t_564,47.46241236
t_565,48.17474093
t_566,50.05778415
t_567,52.98453297
t_568,56.75736533
t_569,61.12174555
t_570,65.7837549
t_571,70.43024538
t_572,74.7502342
t_573,78.45607643
t_574,81.30297393
t_575,83.10549646
t_576,83.75
t_577,83.20211029
t_578,81.50877932
t_579,78.79479421
t_580,75.2539963
t_581,71.13582818
t_582,66.72814233
t_583,62.33745677
t_584,58.2680123
t_585,54.80106299
t_586,52.17581014
t_587,50.57327244
t_588,50.10418042
t_589,50.80170461
t_590,52.61949429
t_591,55.43514008
t_592,59.05880351
t_593,63.24640543
t_594,67.7164571
t_595,72.16937276
t_596,76.30793853
t_597,79.85753821
t_598,82.58475951
t_599,84.31311935
t_600,84.93484893
t_601,84.41795149
t_602,82.80807144
t_603,80.22506853
t_604,76.85455244
t_605,72.93497495
t_606,68.74117751
t_607,64.56552941
t_608,60.69795151
t_609,57.40619064
t_610,54.91768714
t_611,53.40426378
t_612,52.97066671
t_613,53.6477225
t_614,55.39055738
t_615,58.0819781
t_616,61.54076194
t_617,65.53426983
t_618,69.79450483
t_619,74.03650737
t_620,77.97782428
t_621,81.35772114
t_622,83.95483093
t_623,85.6020441
t_624,86.19763867
t_625,85.71190929
t_626,84.18886418
t_627,81.74289678
t_628,78.55068141
t_629,74.83886652
t_630,70.8684226
t_631,66.91672563
t_632,63.25860629
t_633,60.14765982
t_634,57.79908767
t_635,56.37523189
t_636,55.9747745
t_637,56.6263198
t_638,58.28677607
t_639,60.84462419
t_640,64.12782757
t_641,67.91582312
t_642,71.95475766
t_643,75.97491726
t_644,79.70915281
t_645,82.91104292
t_646,85.37155926
t_647,86.93310737
t_648,87.5
t_649,87.04466741
t_650,85.60920285
t_651,83.30216052
t_652,80.29084719
t_653,76.78965409
t_654,73.04524234
t_655,69.31960553
t_656,65.87217243
t_657,62.94217238
t_658,60.73246182
t_659,59.39590542
t_660,59.0252255
t_661,59.64699332
t_662,61.22015022
t_663,63.63913675
t_664,66.74139371
t_665,70.31870302
t_666,74.1315774
t_667,77.92570484
t_668,81.44931859
t_669,84.47030666
t_670,86.79189793
t_671,88.2658655
t_672,88.80236133
t_673,88.37573069
t_674,87.02593119
t_675,84.85548229
t_676,82.02217572
t_677,78.72806399
t_678,75.20549517
t_679,71.70115882
t_680,68.45923806
t_681,65.70481847
t_682,63.62868051
t_683,62.37450271
t_684,62.02933329
t_685,62.61796143
t_686,64.10155074
t_687,66.38060592
t_688,69.30204849
t_689,72.66989924
t_690,76.25882249
t_691,79.8295964
t_692,83.14544756
t_693,85.98813491
t_694,88.17269068
t_695,89.5598233
t_696,90.06515107
t_697,89.66465544
t_698,88.39600261
t_699,86.35566522
t_700,83.69206147
t_701,80.59519859
t_702,77.2835429
t_703,73.98902321
t_704,70.94119649
t_705,68.35165648
t_706,66.3997436
t_707,65.2205206
t_708,64.89581958
t_709,65.44895277
t_710,66.84342774
t_711,68.98573357
t_712,71.7319877
t_713,74.89797187
t_714,78.27185767
t_715,81.62874317
t_716,84.7460037
t_717,87.41840923
t_718,89.4719828
t_719,90.7756645
t_720,91.25
t_721,90.87227833
t_722,89.67778819
t_723,87.757127
t_724,85.2497658
t_725,82.33432597
t_726,79.2162451
t_727,76.1136831
t_728,73.24263467
t_729,70.80226359
t_730,68.96145373
t_731,67.84748428
t_732,67.53758764
t_733,68.05394911
t_734,69.36247067
t_735,71.3753642
t_736,73.95737888
t_737,76.93522206
t_738,80.10951786
t_739,83.26847899
t_740,86.20235491
t_741,88.71767146
t_742,90.65029596
t_743,91.8764464
t_744,92.32090707
t_745,91.96190635
t_746,90.83234152
t_747,89.01728492
t_748,86.64795866
t_749,83.89260362
t_750,80.9448776
t_751,78.01058177
t_752,75.29362457
t_753,72.98217933
t_754,71.23597465
t_755,70.17557478
t_756,69.87436867
t_757,70.35379894
t_758,71.58213969
t_759,73.47689009
t_760,75.91060462
t_761,78.71974898
t_762,81.71596671
t_763,84.69898131
t_764,87.47025071
t_765,89.84644418
t_766,91.67182773
t_767,92.8287223
t_768,93.24533332
t_769,92.90043171
t_770,91.82458209
t_771,90.09784972
t_772,87.84415665
t_773,85.22268405
t_774,82.41691675
t_775,79.62208292
t_776,77.03184789
t_777,74.82516808
t_778,73.15419619
t_779,72.13405426
t_780,71.83516078
t_781,72.27862249
t_782,73.43499127
t_783,75.22645744
t_784,77.53231717
t_785,80.19733069
t_786,83.04239307
t_787,85.87678504
t_788,88.51116672
t_789,90.7704302
t_790,92.50553936
t_791,93.60355776
t_792,93.99519053
t_793,93.65933778
t_794,92.62436116
t_795,90.96598899
t_796,88.80201391
t_797,86.28415346
t_798,83.58763541
t_799,80.89922189
t_800,78.4044896
t_801,76.27523154
t_802,74.65783415
t_803,73.66341529
t_804,73.36038627
t_805,73.76993497
t_806,74.86472747
t_807,76.57090654
t_808,78.7732416
t_809,81.32307162
t_810,84.04849416
t_811,86.76610321
t_812,89.29347524
t_813,91.46155466
t_814,93.12609896
t_815,94.17740982
t_816,94.54769466
t_817,94.2155656
t_818,93.20737786
t_819,91.59532476
t_820,89.49242644
t_821,87.04475962
t_822,84.42146188
t_823,81.80319348
t_824,79.36984268
t_825,77.28831027
t_826,75.70120126
t_827,74.71718904
t_828,74.40370196
t_829,74.78242361
t_830,75.82790645
t_831,77.46938698
t_832,79.59567306
t_833,82.06276669
t_834,84.70370009
t_835,87.33991434
t_836,89.79340622
t_837,91.89881811
t_838,93.51465114
t_839,94.53284225
t_840,94.88605815
t_841,94.55221445
t_842,93.55591751
t_843,91.96673497
t_844,89.89441639
t_845,87.48139191
t_846,84.89306077
t_847,82.30653095
t_848,79.89857537
t_849,77.8336224
t_850,76.25259533
t_851,75.2633571
t_852,74.93340722
t_853,75.28532445
t_854,76.29526253
t_855,77.89459888
t_856,79.97462237
t_857,82.39394065
t_858,84.98810277
t_859,87.58078347
t_860,89.9957695
t_861,92.06893451
t_862,93.65938993
t_863,94.65905544
t_864,95
