time_step,DE00,AT00,FR00,IT00
t_1368,9.000999999,9.000999999,9.000999999,9.000999999
t_1369,11.89160641,11.89160641,11.89160641,11.89160641
t_137,9,9,9,9
t_1370,11.89160641,11.89160641,11.89160641,11.89160641
t_1371,11.89160641,11.89160641,11.89160641,11.89160641
t_1372,11.89160641,11.89160641,11.89160641,11.89160641
t_1373,9.631391193,9.631391193,9.631391193,9.631391193
t_1374,11.89160641,11.89160641,11.89160641,11.89160641
t_1375,11.89160641,11.89160641,11.89160641,11.89160641
t_1376,9,9,9,9
t_1377,9,9,9,9
t_1378,9,9,9,9
t_1379,9,9,9,9
t_138,9,9,9,9
t_1380,9,9,9,9
t_1381,8.999999993,8.999999993,8.999999993,8.999999993
t_1382,8.999999998,8.999999998,8.999999998,8.999999998
t_1383,9,9,9,9
t_1384,9,9,9,9
t_1385,9,9,9,9
t_1386,9,9,9,9
t_1387,9,9,9,9
t_1388,9,9,9,9
t_1389,9,9,9,9
t_139,9,9,9,9
t_1390,9,9,9,9
t_1391,9,9,9,9
t_1392,9,9,9,9
t_1393,9,9,9,9
t_1394,9,9,9,9
t_1395,9,9,9,9
t_1396,9,9,9,9
t_1397,9,9,9,9
t_1398,9,9,9,9
t_1399,9,9,9,9
t_14,8.999999998,8.999999998,8.999999998,8.999999998
t_140,9,9,9,9
t_1400,9,9,9,9
t_1401,9,9,9,9
t_1402,9,9,9,9
t_1403,9,9,9,9
t_1404,9,9,9,9
t_1405,9,9,9,9
t_1406,9,9,9,9
t_1407,9,9,9,9
t_1408,9,9,9,9
t_1409,9,9,9,9
t_141,9,9,9,9
t_1410,9,9,9,9
t_1411,9,9,9,9
t_1412,9,9,9,9
t_1413,9,9,9,9
t_1414,9,9,9,9
t_1415,9,9,9,9
t_1416,9,9,9,9
t_1417,9,9,9,9
t_1418,9,9,9,9
t_1419,9,9,9,9
t_142,9,9,9,9
t_1420,9,9,9,9
t_1421,9,9,9,9
t_1422,9,9,9,9
t_1423,9,9,9,9
t_1424,9,9,9,9
t_1425,9,9,9,9
t_1426,9,9,9,9
t_1427,6.8113431,6.8113431,6.8113431,6.8113431
t_1428,1.30E-11,1.30E-11,1.30E-11,1.30E-11
t_1429,0,0,0,0
t_143,9,9,9,9
t_1430,5.85E-12,5.85E-12,5.85E-12,5.85E-12
t_1431,2.85E-11,2.85E-11,2.85E-11,2.85E-11
t_1432,9,9,9,9
t_1433,9,9,9,9
t_1434,9,9,9,9
t_1435,9,9,9,9
t_1436,9,9,9,9
t_1437,9,9,9,9
t_1438,9,9,9,9
t_1439,9,9,9,9
t_144,9.000999998,9.000999998,9.000999998,9.000999998
t_1440,9,9,9,9
t_1441,9,9,9,9
t_1442,9,9,9,9
t_1443,9,9,9,9
t_1444,9,9,9,9
t_1445,9,9,9,9
t_1446,9,9,9,9
t_1447,9,9,9,9
t_1448,9,9,9,9
t_1449,9,9,9,9
t_145,11.11211111,11.11211111,11.11211111,11.11211111
t_1450,9,9,9,9
t_1451,5.03E-10,5.03E-10,5.03E-10,5.03E-10
t_1452,1.28E-11,1.28E-11,1.28E-11,1.28E-11
t_1453,0,0,0,0
t_1454,0,0,0,0
t_1455,2.14E-11,2.14E-11,2.14E-11,2.14E-11
t_1456,9,9,9,9
t_1457,9,9,9,9
t_1458,9,9,9,9
t_1459,9,9,9,9
t_146,11.11211111,11.11211111,11.11211111,11.11211111
t_1460,9,9,9,9
t_1461,9,9,9,9
t_1462,9,9,9,9
t_1463,9,9,9,9
t_1464,9,9,9,9
t_1465,9,9,9,9
t_1466,9,9,9,9
t_1467,9,9,9,9
t_1468,9,9,9,9
t_1469,9,9,9,9
t_147,11.11211111,11.11211111,11.11211111,11.11211111
t_1470,9,9,9,9
t_1471,9,9,9,9
t_1472,9,9,9,9
t_1473,9,9,9,9
t_1474,9,9,9,9
t_1475,9,9,9,9
t_1476,9,9,9,9
t_1477,9,9,9,9
t_1478,9,9,9,9
t_1479,9,9,9,9
t_148,9,9,9,9
t_1480,9,9,9,9
t_1481,9,9,9,9
t_1482,9,9,9,9
t_1483,9,9,9,9
t_1484,9,9,9,9
t_1485,9,9,9,9
t_1486,9,9,9,9
t_1487,9,9,9,9
t_1488,9,9,9,9
t_1489,9,9,9,9
t_149,9,9,9,9
t_1490,9,9,9,9
t_1491,9,9,9,9
t_1492,9,9,9,9
t_1493,9,9,9,9
t_1494,9,9,9,9
t_1495,9,9,9,9
t_1496,9,9,9,9
t_1497,9,9,9,9
t_1498,9,9,9,9
t_1499,9,9,9,9
t_15,9,9,9,9
t_150,9,9,9,9
t_1500,9,9,9,9
t_1501,9,9,9,9
t_1502,9,9,9,9
t_1503,9,9,9,9
t_1504,9,9,9,9
t_1505,9,9,9,9
t_1506,9,9,9,9
t_1507,9,9,9,9
t_1508,9,9,9,9
t_1509,9,9,9,9
t_151,9,9,9,9
t_1510,9,9,9,9
t_1511,9,9,9,9
t_1512,9,9,9,9
t_1513,9,9,9,9
t_1514,9,9,9,9
t_1515,9,9,9,9
t_1516,9,9,9,9
t_1517,9,9,9,9
t_1518,9,9,9,9
t_1519,9,9,9,9
t_152,11.11211111,11.11211111,11.11211111,11.11211111
t_1520,9,9,9,9
t_1521,9,9,9,9
t_1522,9,9,9,9
t_1523,9,9,9,9
t_1524,9,9,9,9
t_1525,9,9,9,9
t_1526,9,9,9,9
t_1527,9,9,9,9
t_1528,9,9,9,9
t_1529,9,9,9,9
t_153,9.000000002,9.000000002,9.000000002,9.000000002
t_1530,9,9,9,9
t_1531,9,9,9,9
t_1532,9,9,9,9
t_1533,9,9,9,9
t_1534,9,9,9,9
t_1535,9,9,9,9
t_1536,9,9,9,9
t_1537,9,9,9,9
t_1538,9,9,9,9
t_1539,9,9,9,9
t_154,9,9,9,9
t_1540,9,9,9,9
t_1541,9,9,9,9
t_1542,9,9,9,9
t_1543,9,9,9,9
t_1544,9,9,9,9
t_1545,9,9,9,9
t_1546,9,9,9,9
t_1547,8.999999999,8.999999999,8.999999999,8.999999999
t_1548,6.36E-11,6.36E-11,6.36E-11,6.36E-11
t_1549,2.09E-11,2.09E-11,2.09E-11,2.09E-11
t_155,9,9,9,9
t_1550,3.14E-11,3.14E-11,3.14E-11,3.14E-11
t_1551,8.999999999,8.999999999,8.999999999,8.999999999
t_1552,9,9,9,9
t_1553,9,9,9,9
t_1554,9,9,9,9
t_1555,9,9,9,9
t_1556,9,9,9,9
t_1557,9,9,9,9
t_1558,9,9,9,9
t_1559,9,9,9,9
t_156,9,9,9,9
t_1560,9,9,9,9
t_1561,9,9,9,9
t_1562,9,9,9,9
t_1563,9,9,9,9
t_1564,9,9,9,9
t_1565,9,9,9,9
t_1566,9,9,9,9
t_1567,9,9,9,9
t_1568,9,9,9,9
t_1569,9,9,9,9
t_157,9,9,9,9
t_1570,9,9,9,9
t_1571,2.10E-10,2.10E-10,2.10E-10,2.10E-10
t_1572,1.14E-11,1.14E-11,1.14E-11,1.14E-11
t_1573,8.21E-12,8.21E-12,8.21E-12,8.21E-12
t_1574,1.37E-11,1.37E-11,1.37E-11,1.37E-11
t_1575,6.8113431,6.8113431,6.8113431,6.8113431
t_1576,9,9,9,9
t_1577,9,9,9,9
t_1578,9,9,9,9
t_1579,9,9,9,9
t_158,9,9,9,9
t_1580,9,9,9,9
t_1581,9,9,9,9
t_1582,9,9,9,9
t_1583,9,9,9,9
t_1584,9,9,9,9
t_1585,9,9,9,9
t_1586,9,9,9,9
t_1587,9,9,9,9
t_1588,9,9,9,9
t_1589,9,9,9,9
t_159,9,9,9,9
t_1590,9,9,9,9
t_1591,9,9,9,9
t_1592,9,9,9,9
t_1593,9,9,9,9
t_1594,9,9,9,9
t_1595,9,9,9,9
t_1596,9,9,9,9
t_1597,9,9,9,9
t_1598,9,9,9,9
t_1599,9,9,9,9
t_16,9,9,9,9
t_160,9,9,9,9
t_1600,9,9,9,9
t_1601,9,9,9,9
t_1602,9,9,9,9
t_1603,9,9,9,9
t_1604,9,9,9,9
t_1605,9,9,9,9
t_1606,9,9,9,9
t_1607,9,9,9,9
t_1608,9.000000001,9.000000001,9.000000001,9.000000001
t_1609,9.000000004,9.000000004,9.000000004,9.000000004
t_161,51.86501212,51.86501212,51.86501212,51.86501212
t_1610,9.000000006,9.000000006,9.000000006,9.000000006
t_1611,9.000000003,9.000000003,9.000000003,9.000000003
t_1612,9.000000002,9.000000002,9.000000002,9.000000002
t_1613,9,9,9,9
t_1614,9.000000001,9.000000001,9.000000001,9.000000001
t_1615,9.000000003,9.000000003,9.000000003,9.000000003
t_1616,9,9,9,9
t_1617,9,9,9,9
t_1618,9,9,9,9
t_1619,9,9,9,9
t_162,51.86501212,51.86501212,51.86501212,51.86501212
t_1620,9,9,9,9
t_1621,9,9,9,9
t_1622,9,9,9,9
t_1623,9,9,9,9
t_1624,9,9,9,9
t_1625,9,9,9,9
t_1626,9,9,9,9
t_1627,9,9,9,9
t_1628,9,9,9,9
t_1629,9,9,9,9
t_163,51.86501212,51.86501212,51.86501212,51.86501212
t_1630,9,9,9,9
t_1631,9,9,9,9
t_1632,9,9,9,9
t_1633,9,9,9,9
t_1634,9,9,9,9
t_1635,9,9,9,9
t_1636,9,9,9,9
t_1637,9,9,9,9
t_1638,9,9,9,9
t_1639,9,9,9,9
t_164,51.86501212,51.86501212,51.86501212,51.86501212
t_1640,9,9,9,9
t_1641,9,9,9,9
t_1642,3.23E-11,3.23E-11,3.23E-11,3.23E-11
t_1643,0,0,0,0
t_1644,0,0,0,0
t_1645,0,0,0,0
t_1646,0,0,0,0
t_1647,0,0,0,0
t_1648,1.73E-09,1.73E-09,1.73E-09,1.73E-09
t_1649,9,9,9,9
t_165,51.86501212,51.86501212,51.86501212,51.86501212
t_1650,9,9,9,9
t_1651,9,9,9,9
t_1652,9,9,9,9
t_1653,9,9,9,9
t_1654,9,9,9,9
t_1655,9,9,9,9
t_1656,9,9,9,9
t_1657,9,9,9,9
t_1658,9,9,9,9
t_1659,9,9,9,9
t_166,51.86501212,51.86501212,51.86501212,51.86501212
t_1660,9,9,9,9
t_1661,9,9,9,9
t_1662,9,9,9,9
t_1663,9,9,9,9
t_1664,9,9,9,9
t_1665,9,9,9,9
t_1666,9,9,9,9
t_1667,9,9,9,9
t_1668,9,9,9,9
t_1669,9,9,9,9
t_167,51.86501212,51.86501212,51.86501212,51.86501212
t_1670,9,9,9,9
t_1671,9,9,9,9
t_1672,9,9,9,9
t_1673,9,9,9,9
t_1674,9,9,9,9
t_1675,11.11211111,11.11211111,11.11211111,11.11211111
t_1676,9,9,9,9
t_1677,9,9,9,9
t_1678,11.11211111,11.11211111,11.11211111,11.11211111
t_1679,11.11211111,11.11211111,11.11211111,11.11211111
t_168,51.86501212,51.86501212,51.86501212,51.86501212
t_1680,11.11211111,11.11211111,11.11211111,11.11211111
t_1681,11.11211111,11.11211111,11.11211111,11.11211111
t_1682,11.11211111,11.11211111,11.11211111,11.11211111
t_1683,11.11211111,11.11211111,11.11211111,11.11211111
t_1684,9,9,9,9
t_1685,9,9,9,9
t_1686,9,9,9,9
t_1687,9,9,9,9
t_1688,9,9,9,9
t_1689,9,9,9,9
t_169,51.86501212,51.86501212,51.86501212,51.86501212
t_1690,9,9,9,9
t_1691,9,9,9,9
t_1692,9,9,9,9
t_1693,9,9,9,9
t_1694,9,9,9,9
t_1695,9,9,9,9
t_1696,9,9,9,9
t_1697,9,9,9,9
t_1698,9,9,9,9
t_1699,9,9,9,9
t_17,9,9,9,9
t_170,9.000000002,9.000000002,9.000000002,9.000000002
t_1700,9,9,9,9
t_1701,9,9,9,9
t_1702,9,9,9,9
t_1703,9,9,9,9
t_1704,9,9,9,9
t_1705,9,9,9,9
t_1706,9,9,9,9
t_1707,9,9,9,9
t_1708,9,9,9,9
t_1709,9,9,9,9
t_171,9,9,9,9
t_1710,9,9,9,9
t_1711,9,9,9,9
t_1712,9,9,9,9
t_1713,9,9,9,9
t_1714,9,9,9,9
t_1715,9,9,9,9
t_1716,9,9,9,9
t_1717,9,9,9,9
t_1718,9,9,9,9
t_1719,9,9,9,9
t_172,9,9,9,9
t_1720,9,9,9,9
t_1721,9,9,9,9
t_1722,9,9,9,9
t_1723,9,9,9,9
t_1724,9,9,9,9
t_1725,9,9,9,9
t_1726,9,9,9,9
t_1727,11.89160641,11.89160641,11.89160641,11.89160641
t_1728,11.89160641,11.89160641,11.89160641,11.89160641
t_1729,51.86501212,51.86501212,51.86501212,51.86501212
t_173,9,9,9,9
t_1730,51.86501212,51.86501212,51.86501212,51.86501212
t_1731,51.86501212,51.86501212,51.86501212,51.86501212
t_1732,51.86501212,51.86501212,51.86501212,51.86501212
t_1733,51.86501212,51.86501212,51.86501212,51.86501212
t_1734,51.86501212,51.86501212,51.86501212,51.86501212
t_1735,51.86501212,51.86501212,51.86501212,51.86501212
t_1736,51.86501212,51.86501212,51.86501212,51.86501212
t_1737,9,9,9,9
t_1738,9,9,9,9
t_1739,9,9,9,9
t_174,9,9,9,9
t_1740,9,9,9,9
t_1741,9,9,9,9
t_1742,9,9,9,9
t_1743,9,9,9,9
t_1744,9,9,9,9
t_1745,9,9,9,9
t_1746,9,9,9,9
t_1747,9,9,9,9
t_1748,9,9,9,9
t_1749,9,9,9,9
t_175,9,9,9,9
t_1750,9,9,9,9
t_1751,9,9,9,9
t_1752,9,9,9,9
t_1753,9,9,9,9
t_1754,9,9,9,9
t_1755,9,9,9,9
t_1756,9,9,9,9
t_1757,9,9,9,9
t_1758,9,9,9,9
t_1759,9,9,9,9
t_176,9.000000002,9.000000002,9.000000002,9.000000002
t_1760,9,9,9,9
t_1761,9,9,9,9
t_1762,9,9,9,9
t_1763,9,9,9,9
t_1764,9,9,9,9
t_1765,9,9,9,9
t_1766,9,9,9,9
t_1767,9,9,9,9
t_1768,9,9,9,9
t_1769,9,9,9,9
t_177,9,9,9,9
t_1770,9,9,9,9
t_1771,9,9,9,9
t_1772,9,9,9,9
t_1773,9,9,9,9
t_1774,9,9,9,9
t_1775,9,9,9,9
t_1776,9,9,9,9
t_1777,9,9,9,9
t_1778,9,9,9,9
t_1779,9,9,9,9
t_178,9,9,9,9
t_1780,9,9,9,9
t_1781,9,9,9,9
t_1782,9,9,9,9
t_1783,9,9,9,9
t_1784,9,9,9,9
t_1785,9,9,9,9
t_1786,9,9,9,9
t_1787,9,9,9,9
t_1788,9,9,9,9
t_1789,6.811343101,6.811343101,6.811343101,6.811343101
t_179,9,9,9,9
t_1790,7.77E-10,7.77E-10,7.77E-10,7.77E-10
t_1791,6.811343103,6.811343103,6.811343103,6.811343103
t_1792,9,9,9,9
t_1793,9,9,9,9
t_1794,9,9,9,9
t_1795,9,9,9,9
t_1796,9,9,9,9
t_1797,9,9,9,9
t_1798,9,9,9,9
t_1799,9,9,9,9
t_18,9,9,9,9
t_180,9,9,9,9
t_1800,9,9,9,9
t_1801,9,9,9,9
t_1802,9,9,9,9
t_1803,9,9,9,9
t_1804,9,9,9,9
t_1805,9,9,9,9
t_1806,9,9,9,9
t_1807,9,9,9,9
t_1808,9,9,9,9
t_1809,9,9,9,9
t_181,9,9,9,9
t_1810,9,9,9,9
t_1811,3.68E-10,3.68E-10,3.68E-10,3.68E-10
t_1812,1.79E-10,1.79E-10,1.79E-10,1.79E-10
t_1813,1.60E-10,1.60E-10,1.60E-10,1.60E-10
t_1814,2.64E-10,2.64E-10,2.64E-10,2.64E-10
t_1815,0.283905048,0.283905048,0.283905048,0.283905048
t_1816,9,9,9,9
t_1817,9,9,9,9
t_1818,9,9,9,9
t_1819,9,9,9,9
t_182,9,9,9,9
t_1820,9,9,9,9
t_1821,9,9,9,9
t_1822,9,9,9,9
t_1823,9,9,9,9
t_1824,9,9,9,9
t_1825,9,9,9,9
t_1826,9,9,9,9
t_1827,9,9,9,9
t_1828,9,9,9,9
t_1829,9,9,9,9
t_183,9,9,9,9
t_1830,9,9,9,9
t_1831,9,9,9,9
t_1832,9,9,9,9
t_1833,9,9,9,9
t_1834,9,9,9,9
t_1835,6.811343101,6.811343101,6.811343101,6.811343101
t_1836,6.501399892,6.501399892,6.501399892,6.501399892
t_1837,6.501399892,6.501399892,6.501399892,6.501399892
t_1838,6.501399892,6.501399892,6.501399892,6.501399892
t_1839,6.811343101,6.811343101,6.811343101,6.811343101
t_184,9,9,9,9
t_1840,9,9,9,9
t_1841,9,9,9,9
t_1842,9,9,9,9
t_1843,9,9,9,9
t_1844,9,9,9,9
t_1845,9,9,9,9
t_1846,9,9,9,9
t_1847,9,9,9,9
t_1848,9,9,9,9
t_1849,9,9,9,9
t_185,9,9,9,9
t_1850,9,9,9,9
t_1851,9,9,9,9
t_1852,9,9,9,9
t_1853,9,9,9,9
t_1854,9,9,9,9
