time_step,DE00,AT00,FR00,IT00
t_287,93.6593,93.6593,93.6593,93.6593
t_288,93.9952,93.9952,93.9952,93.9952
t_289,93.6036,93.6036,93.6036,93.6036
t_290,92.5055,92.5055,92.5055,92.5055
t_291,90.7704,90.7704,90.7704,90.7704
t_292,88.5112,88.5112,88.5112,88.5112
t_293,85.8768,85.8768,85.8768,85.8768
t_294,83.0424,83.0424,83.0424,83.0424
t_295,80.1973,80.1973,80.1973,80.1973
t_296,77.5323,77.5323,77.5323,77.5323
t_297,75.2265,75.2265,75.2265,75.2265
t_298,73.435,73.435,73.435,73.435
t_299,72.2786,72.2786,72.2786,72.2786
t_300,71.8352,71.8352,71.8352,71.8352
t_301,72.1341,72.1341,72.1341,72.1341
t_302,73.1542,73.1542,73.1542,73.1542
t_303,74.8252,74.8252,74.8252,74.8252
t_304,77.0318,77.0318,77.0318,77.0318
t_305,79.6221,79.6221,79.6221,79.6221
t_306,82.4169,82.4169,82.4169,82.4169
t_307,85.2227,85.2227,85.2227,85.2227
t_308,87.8442,87.8442,87.8442,87.8442
t_309,90.0978,90.0978,90.0978,90.0978
t_310,91.8246,91.8246,91.8246,91.8246
t_311,92.9004,92.9004,92.9004,92.9004
t_312,93.2453,93.2453,93.2453,93.2453
t_313,92.8287,92.8287,92.8287,92.8287
t_314,91.6718,91.6718,91.6718,91.6718
t_315,89.8464,89.8464,89.8464,89.8464
t_316,87.4703,87.4703,87.4703,87.4703
t_317,84.699,84.699,84.699,84.699
t_318,81.716,81.716,81.716,81.716
t_319,78.7197,78.7197,78.7197,78.7197
t_320,75.9106,75.9106,75.9106,75.9106
t_321,73.4769,73.4769,73.4769,73.4769
t_322,71.5821,71.5821,71.5821,71.5821
t_323,70.3538,70.3538,70.3538,70.3538
t_324,69.8744,69.8744,69.8744,69.8744
t_325,70.1756,70.1756,70.1756,70.1756
t_326,71.236,71.236,71.236,71.236
t_327,72.9822,72.9822,72.9822,72.9822
t_328,75.2936,75.2936,75.2936,75.2936
t_329,78.0106,78.0106,78.0106,78.0106
t_330,80.9449,80.9449,80.9449,80.9449
t_331,83.8926,83.8926,83.8926,83.8926
t_332,86.648,86.648,86.648,86.648
t_333,89.0173,89.0173,89.0173,89.0173
t_334,90.8323,90.8323,90.8323,90.8323
t_335,91.9619,91.9619,91.9619,91.9619
t_336,92.3209,92.3209,92.3209,92.3209
t_337,91.8764,91.8764,91.8764,91.8764
t_338,90.6503,90.6503,90.6503,90.6503
t_339,88.7177,88.7177,88.7177,88.7177
t_340,86.2024,86.2024,86.2024,86.2024
t_341,83.2685,83.2685,83.2685,83.2685
t_342,80.1095,80.1095,80.1095,80.1095
t_343,76.9352,76.9352,76.9352,76.9352
t_344,73.9574,73.9574,73.9574,73.9574
t_345,71.3754,71.3754,71.3754,71.3754
t_346,69.3625,69.3625,69.3625,69.3625
t_347,68.0539,68.0539,68.0539,68.0539
t_348,67.5376,67.5376,67.5376,67.5376
t_349,67.8475,67.8475,67.8475,67.8475
t_350,68.9615,68.9615,68.9615,68.9615
t_351,70.8023,70.8023,70.8023,70.8023
t_352,73.2426,73.2426,73.2426,73.2426
t_353,76.1137,76.1137,76.1137,76.1137
t_354,79.2162,79.2162,79.2162,79.2162
t_355,82.3343,82.3343,82.3343,82.3343
t_356,85.2498,85.2498,85.2498,85.2498
t_357,87.7571,87.7571,87.7571,87.7571
t_358,89.6778,89.6778,89.6778,89.6778
t_359,90.8723,90.8723,90.8723,90.8723
t_360,91.25,91.25,91.25,91.25
t_361,90.7757,90.7757,90.7757,90.7757
t_362,89.472,89.472,89.472,89.472
t_363,87.4184,87.4184,87.4184,87.4184
t_364,84.746,84.746,84.746,84.746
t_365,81.6287,81.6287,81.6287,81.6287
t_366,78.2719,78.2719,78.2719,78.2719
t_367,74.898,74.898,74.898,74.898
t_368,71.732,71.732,71.732,71.732
t_369,68.9857,68.9857,68.9857,68.9857
t_370,66.8434,66.8434,66.8434,66.8434
t_371,65.449,65.449,65.449,65.449
t_372,64.8958,64.8958,64.8958,64.8958
t_373,65.2205,65.2205,65.2205,65.2205
t_374,66.3997,66.3997,66.3997,66.3997
t_375,68.3517,68.3517,68.3517,68.3517
t_376,70.9412,70.9412,70.9412,70.9412
t_377,73.989,73.989,73.989,73.989
t_378,77.2835,77.2835,77.2835,77.2835
t_379,80.5952,80.5952,80.5952,80.5952
t_380,83.6921,83.6921,83.6921,83.6921
t_381,86.3557,86.3557,86.3557,86.3557
t_382,88.396,88.396,88.396,88.396
t_383,89.6647,89.6647,89.6647,89.6647
t_384,90.0652,90.0652,90.0652,90.0652
t_385,89.5598,89.5598,89.5598,89.5598
t_386,88.1727,88.1727,88.1727,88.1727
t_387,85.9881,85.9881,85.9881,85.9881
t_388,83.1454,83.1454,83.1454,83.1454
t_389,79.8296,79.8296,79.8296,79.8296
t_390,76.2588,76.2588,76.2588,76.2588
t_391,72.6699,72.6699,72.6699,72.6699
t_392,69.302,69.302,69.302,69.302
t_393,66.3806,66.3806,66.3806,66.3806
t_394,64.1016,64.1016,64.1016,64.1016
t_395,62.618,62.618,62.618,62.618
t_396,62.0293,62.0293,62.0293,62.0293
t_397,62.3745,62.3745,62.3745,62.3745
t_398,63.6287,63.6287,63.6287,63.6287
t_399,65.7048,65.7048,65.7048,65.7048
t_400,68.4592,68.4592,68.4592,68.4592
t_401,71.7012,71.7012,71.7012,71.7012
t_402,75.2055,75.2055,75.2055,75.2055
t_403,78.7281,78.7281,78.7281,78.7281
t_404,82.0222,82.0222,82.0222,82.0222
t_405,84.8555,84.8555,84.8555,84.8555
t_406,87.0259,87.0259,87.0259,87.0259
t_407,88.3757,88.3757,88.3757,88.3757
t_408,88.8024,88.8024,88.8024,88.8024
t_409,88.2659,88.2659,88.2659,88.2659
t_410,86.7919,86.7919,86.7919,86.7919
t_411,84.4703,84.4703,84.4703,84.4703
t_412,81.4493,81.4493,81.4493,81.4493
t_413,77.9257,77.9257,77.9257,77.9257
t_414,74.1316,74.1316,74.1316,74.1316
t_415,70.3187,70.3187,70.3187,70.3187
t_416,66.7414,66.7414,66.7414,66.7414
t_417,63.6391,63.6391,63.6391,63.6391
t_418,61.2202,61.2202,61.2202,61.2202
t_419,59.647,59.647,59.647,59.647
t_420,59.0252,59.0252,59.0252,59.0252
t_421,59.3959,59.3959,59.3959,59.3959
t_422,60.7325,60.7325,60.7325,60.7325
t_423,62.9422,62.9422,62.9422,62.9422
t_424,65.8722,65.8722,65.8722,65.8722
t_425,69.3196,69.3196,69.3196,69.3196
t_426,73.0452,73.0452,73.0452,73.0452
t_427,76.7897,76.7897,76.7897,76.7897
t_428,80.2908,80.2908,80.2908,80.2908
t_429,83.3022,83.3022,83.3022,83.3022
t_430,85.6092,85.6092,85.6092,85.6092
t_431,87.0447,87.0447,87.0447,87.0447
t_432,87.5,87.5,87.5,87.5
t_433,94.6591,94.6591,94.6591,94.6591
t_434,93.6594,93.6594,93.6594,93.6594
t_435,92.0689,92.0689,92.0689,92.0689
t_436,89.9958,89.9958,89.9958,89.9958
t_437,87.5808,87.5808,87.5808,87.5808
t_438,84.9881,84.9881,84.9881,84.9881
t_439,82.3939,82.3939,82.3939,82.3939
t_440,79.9746,79.9746,79.9746,79.9746
t_441,77.8946,77.8946,77.8946,77.8946
t_442,76.2953,76.2953,76.2953,76.2953
t_443,75.2853,75.2853,75.2853,75.2853
t_444,74.9334,74.9334,74.9334,74.9334
t_445,75.2634,75.2634,75.2634,75.2634
t_446,76.2526,76.2526,76.2526,76.2526
t_447,77.8336,77.8336,77.8336,77.8336
t_448,79.8986,79.8986,79.8986,79.8986
t_449,82.3065,82.3065,82.3065,82.3065
t_450,84.8931,84.8931,84.8931,84.8931
t_451,87.4814,87.4814,87.4814,87.4814
t_452,89.8944,89.8944,89.8944,89.8944
t_453,91.9667,91.9667,91.9667,91.9667
t_454,93.5559,93.5559,93.5559,93.5559
t_455,94.5522,94.5522,94.5522,94.5522
t_456,94.8861,94.8861,94.8861,94.8861
t_457,94.5328,94.5328,94.5328,94.5328
t_458,93.5147,93.5147,93.5147,93.5147
t_459,91.8988,91.8988,91.8988,91.8988
t_460,89.7934,89.7934,89.7934,89.7934
t_461,87.3399,87.3399,87.3399,87.3399
t_462,84.7037,84.7037,84.7037,84.7037
t_463,82.0628,82.0628,82.0628,82.0628
t_464,79.5957,79.5957,79.5957,79.5957
t_465,77.4694,77.4694,77.4694,77.4694
t_466,75.8279,75.8279,75.8279,75.8279
t_467,74.7824,74.7824,74.7824,74.7824
t_468,74.4037,74.4037,74.4037,74.4037
t_469,74.7172,74.7172,74.7172,74.7172
t_470,75.7012,75.7012,75.7012,75.7012
t_471,77.2883,77.2883,77.2883,77.2883
t_472,79.3698,79.3698,79.3698,79.3698
t_473,81.8032,81.8032,81.8032,81.8032
t_474,84.4215,84.4215,84.4215,84.4215
t_475,87.0448,87.0448,87.0448,87.0448
t_476,89.4924,89.4924,89.4924,89.4924
t_477,91.5953,91.5953,91.5953,91.5953
t_478,93.2074,93.2074,93.2074,93.2074
t_479,94.2156,94.2156,94.2156,94.2156
t_480,94.5477,94.5477,94.5477,94.5477
t_481,94.1774,94.1774,94.1774,94.1774
t_482,93.1261,93.1261,93.1261,93.1261
t_483,91.4616,91.4616,91.4616,91.4616
t_484,89.2935,89.2935,89.2935,89.2935
t_485,86.7661,86.7661,86.7661,86.7661
t_486,84.0485,84.0485,84.0485,84.0485
t_487,81.3231,81.3231,81.3231,81.3231
t_488,78.7732,78.7732,78.7732,78.7732
t_489,76.5709,76.5709,76.5709,76.5709
t_490,74.8647,74.8647,74.8647,74.8647
t_491,73.7699,73.7699,73.7699,73.7699
t_492,73.3604,73.3604,73.3604,73.3604
t_493,73.6634,73.6634,73.6634,73.6634
t_494,74.6578,74.6578,74.6578,74.6578
t_495,76.2752,76.2752,76.2752,76.2752
t_496,78.4045,78.4045,78.4045,78.4045
t_497,80.8992,80.8992,80.8992,80.8992
t_498,83.5876,83.5876,83.5876,83.5876
t_499,86.2842,86.2842,86.2842,86.2842
t_500,88.802,88.802,88.802,88.802
t_501,90.966,90.966,90.966,90.966
t_502,92.6244,92.6244,92.6244,92.6244
t_503,93.6593,93.6593,93.6593,93.6593
t_504,93.9952,93.9952,93.9952,93.9952
t_505,93.6036,93.6036,93.6036,93.6036
t_506,92.5055,92.5055,92.5055,92.5055
t_507,90.7704,90.7704,90.7704,90.7704
t_508,88.5112,88.5112,88.5112,88.5112
t_509,85.8768,85.8768,85.8768,85.8768
t_510,83.0424,83.0424,83.0424,83.0424
t_511,80.1973,80.1973,80.1973,80.1973
t_512,77.5323,77.5323,77.5323,77.5323
t_513,75.2265,75.2265,75.2265,75.2265
t_514,73.435,73.435,73.435,73.435
t_515,72.2786,72.2786,72.2786,72.2786
t_516,71.8352,71.8352,71.8352,71.8352
t_517,72.1341,72.1341,72.1341,72.1341
t_518,73.1542,73.1542,73.1542,73.1542
t_519,74.8252,74.8252,74.8252,74.8252
t_520,77.0318,77.0318,77.0318,77.0318
t_521,79.6221,79.6221,79.6221,79.6221
t_522,82.4169,82.4169,82.4169,82.4169
t_523,85.2227,85.2227,85.2227,85.2227
t_524,87.8442,87.8442,87.8442,87.8442
t_525,90.0978,90.0978,90.0978,90.0978
t_526,91.8246,91.8246,91.8246,91.8246
t_527,92.9004,92.9004,92.9004,92.9004
t_528,93.2453,93.2453,93.2453,93.2453
t_529,92.8287,92.8287,92.8287,92.8287
t_530,91.6718,91.6718,91.6718,91.6718
t_531,89.8464,89.8464,89.8464,89.8464
t_532,87.4703,87.4703,87.4703,87.4703
t_533,84.699,84.699,84.699,84.699
t_534,81.716,81.716,81.716,81.716
t_535,78.7197,78.7197,78.7197,78.7197
t_536,75.9106,75.9106,75.9106,75.9106
t_537,73.4769,73.4769,73.4769,73.4769
t_538,71.5821,71.5821,71.5821,71.5821
t_539,70.3538,70.3538,70.3538,70.3538
t_540,69.8744,69.8744,69.8744,69.8744
t_541,70.1756,70.1756,70.1756,70.1756
t_542,71.236,71.236,71.236,71.236
t_543,72.9822,72.9822,72.9822,72.9822
t_544,75.2936,75.2936,75.2936,75.2936
t_545,78.0106,78.0106,78.0106,78.0106
t_546,80.9449,80.9449,80.9449,80.9449
t_547,83.8926,83.8926,83.8926,83.8926
t_548,86.648,86.648,86.648,86.648
t_549,89.0173,89.0173,89.0173,89.0173
t_550,90.8323,90.8323,90.8323,90.8323
t_551,91.9619,91.9619,91.9619,91.9619
t_552,92.3209,92.3209,92.3209,92.3209
t_553,91.8764,91.8764,91.8764,91.8764
t_554,90.6503,90.6503,90.6503,90.6503
t_555,88.7177,88.7177,88.7177,88.7177
t_556,86.2024,86.2024,86.2024,86.2024
t_557,83.2685,83.2685,83.2685,83.2685
t_558,80.1095,80.1095,80.1095,80.1095
t_559,76.9352,76.9352,76.9352,76.9352
t_560,73.9574,73.9574,73.9574,73.9574
t_561,71.3754,71.3754,71.3754,71.3754
t_562,69.3625,69.3625,69.3625,69.3625
t_563,68.0539,68.0539,68.0539,68.0539
t_564,67.5376,67.5376,67.5376,67.5376
t_565,67.8475,67.8475,67.8475,67.8475
t_566,68.9615,68.9615,68.9615,68.9615
t_567,70.8023,70.8023,70.8023,70.8023
t_568,73.2426,73.2426,73.2426,73.2426
t_569,76.1137,76.1137,76.1137,76.1137
t_570,79.2162,79.2162,79.2162,79.2162
t_571,82.3343,82.3343,82.3343,82.3343
t_572,85.2498,85.2498,85.2498,85.2498
t_573,87.7571,87.7571,87.7571,87.7571
t_574,89.6778,89.6778,89.6778,89.6778
t_575,90.8723,90.8723,90.8723,90.8723
t_576,91.25,91.25,91.25,91.25
t_577,90.7757,90.7757,90.7757,90.7757
t_578,89.472,89.472,89.472,89.472
t_579,87.4184,87.4184,87.4184,87.4184
t_580,84.746,84.746,84.746,84.746
t_581,81.6287,81.6287,81.6287,81.6287
t_582,78.2719,78.2719,78.2719,78.2719
t_583,74.898,74.898,74.898,74.898
t_584,71.732,71.732,71.732,71.732
t_585,68.9857,68.9857,68.9857,68.9857
t_586,66.8434,66.8434,66.8434,66.8434
t_587,65.449,65.449,65.449,65.449
t_588,64.8958,64.8958,64.8958,64.8958
t_589,65.2205,65.2205,65.2205,65.2205
t_590,66.3997,66.3997,66.3997,66.3997
